"Year","Month","DateTime","ET","GPP","Tr","T_ET"
2017,6,2017-06-15 23:45:00,131.321148026648,141.407617395089,71.3646647435436,0.543436192996591
2017,7,2017-07-16 11:45:00,147.42355767851,99.0239257215701,49.9747424565179,0.338987494559717
2017,8,2017-08-16 11:45:00,136.887351776237,192.053130347929,96.9241085643522,0.708057445093898
2017,9,2017-09-15 23:45:00,116.585087027009,246.685771844821,124.495750151288,NA
2017,10,2017-10-16 11:45:00,87.7582149485777,181.584127949684,91.6406814045364,NA
2017,11,2017-11-15 23:36:50,30.5272436627817,91.9308352345933,46.3950482793336,NA
2017,12,2017-12-16 11:45:00,27.8843288911636,27.6207443956843,13.9394553141914,0.499902843945036
2018,1,2018-01-16 11:45:00,15.2911271376961,24.8624755495733,12.5474303646068,0.820569357093014
2018,2,2018-02-14 23:45:00,40.1069796016139,8.23707911294069,4.15703482025765,0.103648663189047
2018,3,2018-03-16 12:15:00,42.4354940746046,24.4279296249076,12.3281265901659,0.290514505816574
2018,4,2018-04-15 23:45:00,79.6446029587626,87.9179074395502,44.3698303171841,0.557097765182624
2018,5,2018-05-16 11:45:00,129.506054582035,223.529111939783,112.809199588131,0.871072784606162
2018,6,2018-06-15 23:45:00,169.686489680294,265.996828325587,134.241526913391,0.791114997819305
2018,7,2018-07-16 11:45:00,180.25090648698,316.300393576827,159.628398820932,0.885589991928626
2018,8,2018-08-16 11:45:00,146.041352668012,313.980859808495,158.457791799984,NA
2018,9,2018-09-15 23:45:00,117.640075824769,234.748982300054,118.471569844251,NA
2018,10,2018-10-16 11:45:00,83.5585959253397,137.55047858348,69.4180693392045,0.830771132167301
2018,11,2018-11-15 23:38:50,29.6752641293558,51.1003388205212,25.7889823432852,0.869039690122718
2018,12,2018-12-16 11:45:00,21.008804727867,22.9616959793649,11.5881574535847,0.551585756719116
2019,1,2019-01-16 11:45:00,16.5212127630678,13.0231224477608,6.57242363968182,0.397817262808581
2019,2,2019-02-14 23:45:00,30.7762690965128,7.24339373437918,3.65554822987496,0.118778147487967
2019,3,2019-03-16 12:15:00,40.7159744275976,19.3070788076454,9.74376933623833,0.239310724432372
2019,4,2019-04-15 23:45:00,79.661785060791,131.824987110179,66.5285660224031,0.835137776182573
2019,5,2019-05-16 11:45:00,109.031713462536,243.479586732055,122.877673771152,NA
2019,6,2019-06-15 23:45:00,154.270120654503,277.732484084907,140.164200346673,0.908563497273579
2019,7,2019-07-16 11:45:00,168.773164226249,289.705449824611,146.20663781744,0.866290790290822
2019,8,2019-08-16 11:45:00,153.329871205947,267.076326426045,134.786320902921,0.87906107168042
2019,9,2019-09-15 23:45:00,104.245676407494,203.96746373335,102.936955844833,0.987445804874005
2019,10,2019-10-16 11:45:00,67.4805817425372,100.419316719933,50.6789591926369,0.751015445984082
2019,11,2019-11-15 23:40:52,26.1549171530664,49.2155235624296,24.8377661961281,0.949640407987913
2019,12,2019-12-16 11:45:00,16.1941388238806,8.89728119627969,4.49022125821904,0.277274469921029
2020,1,2020-01-16 11:45:00,12.2465260593071,-2.00177667057183,-1.01024346225755,NA
2020,2,2020-02-15 11:45:00,29.1930658859505,7.84740574049822,3.9603770298492,0.135661565843112
2020,3,2020-03-16 12:15:00,29.2616815911962,17.5386531896836,8.8512919458787,0.302487467040914
2020,4,2020-04-15 23:45:00,54.4812629396742,37.632530218154,18.9921374247205,0.348599434006331
2020,5,2020-05-16 11:45:00,96.9235476843187,132.428497803633,66.8331418232041,0.689544939490665
2020,6,2020-06-15 23:45:00,133.238712932951,224.353791847885,113.225393611102,0.849793510599876
2020,7,2020-07-16 11:45:00,143.748898425724,253.451419369933,127.910192571696,0.889816854059498
2020,8,2020-08-16 11:45:00,145.074691172468,267.468303028583,134.98414107232,0.930445827465851
2020,9,2020-09-15 23:45:00,112.676092848196,264.296376132755,133.383353903413,NA
2020,10,2020-10-16 11:45:00,81.2624208574584,186.637612945718,94.1910409196171,NA
2020,11,2020-11-15 23:44:52,38.8860633458878,84.8658993962444,42.8295630047339,NA
2020,12,2020-12-16 11:45:00,17.3917473243546,19.190116856361,9.68474174921771,0.556858466754268
2021,1,2021-01-16 11:45:00,19.4423680787444,0.797074932259176,0.40226252562639,0.0206899964035846
2021,2,2021-02-14 23:45:00,32.7532502453051,-5.58682188719937,-2.81952046365304,NA
2021,3,2021-03-16 12:15:00,44.0343903306265,1.47612872471944,0.744962919950701,0.0169177525646942
2021,4,2021-04-15 23:45:00,58.6398193076957,29.1774391809515,14.7250777828044,0.251110558604193
2021,5,2021-05-16 11:45:00,119.342564372908,147.692029126692,74.5362402540988,0.624557052596895
2021,6,2021-06-15 23:45:00,151.900583809074,330.891051205458,166.991915788663,NA
2021,7,2021-07-16 11:45:00,190.047512388384,388.303334898803,195.966368886824,NA
2021,8,2021-08-16 11:45:00,151.454192487418,312.515034590609,157.718028785981,NA
2021,9,2021-09-15 23:45:00,130.107362096412,230.518185678395,116.33639927802,0.894156928581894
2021,10,2021-10-16 11:45:00,64.70561407237,111.248240448906,56.1440290784575,0.86768404694627
2021,11,2021-11-15 23:32:52,41.4416634906073,56.5138111395364,28.5210178889063,0.688220874516067
2021,12,2021-12-16 11:45:00,29.2382994120729,24.4667051500232,12.3476955667253,0.422312371615799
